symbol,price,likes,market_cap,volume_cap,date
QSP,0.06501639,6186,46468960,1153883,2021-05-16 22:12:08.049429
GTO,0.05991897,4613,40453068,60786167,2021-05-16 22:12:08.049429
REP,33.18,14119,214282326,49424512,2021-05-16 22:12:08.049429
SFP,1.93,16421,208748525,26254742,2021-05-16 22:12:08.049429
IRIS,0.134124,7471,134914746,17293697,2021-05-16 22:12:08.049429
WING,34.25,3592,55717356,34379872,2021-05-16 22:12:08.049429
STX,1.5,18264,1574553751,32925698,2021-05-16 22:12:08.049429
ARK,1.56,9393,241322758,8768833,2021-05-16 22:12:08.049429
KEY,0.01259007,7021,35244608,5408377,2021-05-16 22:12:08.049429
FRONT,1.79,17904,67608537,26032746,2021-05-16 22:12:08.049429
MFT,0.01336432,13034,127762563,12341473,2021-05-16 22:12:08.049429
MTH,0.03851762,2243,13232797,505598,2021-05-16 22:12:08.049429
TVK,0.349189,24860,76916840,13998296,2021-05-16 22:12:08.049429
LTO,0.423435,12359,119845541,15107851,2021-05-16 22:12:08.049429
RSR,0.06709916,50622,900529631,108363429,2021-05-16 22:12:08.049429
CND,0.02702399,4323,52172949,587118,2021-05-16 22:12:08.049429
DLT,0.150596,1948,12350375,2906616,2021-05-16 22:12:08.049429
YOYOW,0.02885593,1531,5046724,1478591,2021-05-16 22:12:08.049429
DEXE,15.27,4020,49676034,34332693,2021-05-16 22:12:08.049429
UNFI,18.28,7254,45197642,11745006,2021-05-16 22:12:08.049429
TOMO,1.91,11596,156361993,20628264,2021-05-16 22:12:08.049429
SUPER,1.56,30659,158832174,12136091,2021-05-16 22:12:08.049429
ROSE,0.113524,16036,172830897,15523631,2021-05-16 22:12:08.049429
SUB,0.00482583,1876,1216071,-1,2021-05-16 22:12:08.049429
RAMP,0.41486,24077,114656616,19873698,2021-05-16 22:12:08.049429
NAS,0.844002,2894,38913922,10390328,2021-05-16 22:12:08.049429
HOT,0.01151481,57660,2046130434,420123348,2021-05-16 22:12:08.049429
WRX,2.06,12925,895060447,11730823,2021-05-16 22:12:08.049429
NEW,0.115677,-1,26491173,-1,2021-05-16 22:12:08.049429
JST,0.103413,7488,148279369,161891992,2021-05-16 22:12:08.049429
QKC,0.02397974,5644,155427760,4080116,2021-05-16 22:12:08.049429
IDEX,0.09514984,4520,55111809,1894447,2021-05-16 22:12:08.049429
EPS,1.77,6980,246138044,50617969,2021-05-16 22:12:08.049429
EVX,0.789106,1925,17202512,465398,2021-05-16 22:12:08.049429
WPR,0.03331387,3151,20282205,748052,2021-05-16 22:12:08.049429
WIN,0.00090555,44559,694232881,245353357,2021-05-16 22:12:08.049429
POA,0.06443486,2358,18531958,394396,2021-05-16 22:12:08.049429
HC,1.61,1570,72695497,21179231,2021-05-16 22:12:08.049429
